Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2015-043,(5) First Construction Document Issued,1532 Harrison,1532,Harrison,St,94103,"1532 HARRISON ST, SAN FRANCISCO, CA 94103",6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Rental,12/01/2017,,,12/01/2017,01/30/2020,"Joe Peters; Build, Inc.",,,201607253262,2013.1390,http://propertymap.sfplanning.org/?search=2013.1390,"2013.1390CUA,2013.1390CUA_2,2013.1390E,2013.1390IKA,2013.1390PPA,2013.1390U",10/08/2015,On-site BMR Project,,,136,22,114,16,0,10,3,9,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,37.770483896,-122.413316346999,"(37.770483896, -122.413316346999)"
2015-044,(6) Complete,1463 Lombard,1463,Lombard,St,94123,"0 V, SAN FRANCISCO, CA",2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Ownership,12/29/2016,,,12/29/2016,07/26/2018,1463-65 Lombard LLC,,,"201404223881, 201509288182",2013.1022,http://propertymap.sfplanning.org/?search=2013.1022,"2013.1022C,2013.1022E,2013.1022PPA,2013.1022U",10/08/2015,On-site BMR Project,2016-K220833,03/23/2016,14,3,11,21,0,0,3,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.80089147,-122.425546670999,"(37.80089147, -122.425546670999)"
2015-045,(5) First Construction Document Issued,363 6th,363,6th,St,94107,"363 06TH ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,03/16/2018,,,03/16/2018,05/14/2020,Boris Fadeer/ Clara/6th LLC,,,,2011.0586,http://propertymap.sfplanning.org/?search=2011.0586,"2011.0586CND,2011.0586E,2011.0586IKA,2011.0586K,2011.0586PPA,2011.0586U,2011.0586X",10/15/2015,On-site BMR Project,2016-K220061,03/21/2016,104,12,92,12,0,3,2,7,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.778048756,-122.404446690999,"(37.778048756, -122.404446690999)"
2015-053,(5) First Construction Document Issued,1395 22nd,1395,22nd,St,94110,"790 PENNSYLVANIA AV, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,11/15/2017,,,11/15/2017,01/14/2020,"RMTEX22, LLC",,,,2011.0671,http://propertymap.sfplanning.org/?search=2011.0671,"2011.0671E,2011.0671IKA,2011.0671PPA,2011.0671U,2011.0671X",12/03/2015,Fee Payment,2016-K313125,08/24/2016,250,0,250,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.756835579,-122.394539072999,"(37.756835579, -122.394539072999)"
2015-054,(6) Complete,240 Pacific,240,Pacific,Ave,94111,"240 PACIFIC AV, SAN FRANCISCO, CA 94112",3,Financial District,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,11/10/2016,,,11/10/2016,07/18/2018,Steve O'Connell,,,201508134190,2013.1757,http://propertymap.sfplanning.org/?search=2013.1757,"2013.1757C,2013.1757CND,2013.1757E,2013.1757LLA,2013.1757PPA,2013.1757U,2013.1757V",12/10/2015,Fee Payment,2016-K212639,03/08/2016,33,0,33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.797910337,-122.400524073999,"(37.797910337, -122.400524073999)"
2015-056,(5) First Construction Document Issued,1598 Bay,1598,Bay,St,94123,1598 BAY ST 94123,2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Unknown,12/13/2016,,,12/13/2016,02/11/2019,Mark Conroe,,,201512235830,2014-003157PRJ,http://propertymap.sfplanning.org/?search=2014-003157PRJ,"2014-003157CND,2014-003157CUA,2014-003157ENV,2014-003157PPA,2014-003157VAR",12/17/2015,Fee Payment,2016-K220014,03/21/2016,28,0,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.803370671,-122.433051605999,"(37.803370671, -122.433051605999)"
2015-066,(1) Preliminary Phase,967 Mission (Land Dedication Site),967,Mission,St,94103,Planning address not yet assigned,6,South of Market,South of Market,MOHCD,Multifamily,0,New Construction,Rental,,,,12/31/1899,,Developer not yet selected,,,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781291036,-122.407698663999,"(37.781291036, -122.407698663999)"
2016-007,(5) First Construction Document Issued,2177 3rd (aka 700 Illinois),2177,03rd,St,94107,"700 ILLINOIS ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Ownership,12/27/2017,,,12/27/2017,02/25/2020,"M. Gaehwiler Construction, Inc.",,,"201306210213, 201602250567, 201603101755",2013.0784,http://propertymap.sfplanning.org/?search=2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",07/20/2017,On-site BMR Project,,,114,8,106,7,0,1,4,3,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.76223553,-122.388291038999,"(37.76223553, -122.388291038999)"
2016-009,(5) First Construction Document Issued,2100 Market ,2100,Market,St,94114,"2100 MARKET ST, SAN FRANCISCO, CA",8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,0,New Construction,Rental,02/24/2017,,,02/24/2017,04/25/2019,Brian Spears Development (for self),,,,2014.0519,http://propertymap.sfplanning.org/?search=2014.0519,"2014.0519CUA,2014.0519E,2014.0519PPA,2014.0519U,2014.0519VAR",02/04/2016,On-site BMR Project,2016-K286231,07/13/2016,60,7,53,12,0,1,3,3,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,37.767509426,-122.429431985999,"(37.767509426, -122.429431985999)"
2016-011,(5) First Construction Document Issued,580 De Haro,580,De Haro,St,94107,"580 DE HARO ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,01/05/2017,,,01/05/2017,03/06/2019,,,,,2013.1671,http://propertymap.sfplanning.org/?search=2013.1671,"2013.1671C,2013.1671E,2013.1671U",02/11/2016,Fee Payment,,,12,0,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762564798,-122.401698861999,"(37.762564798, -122.401698861999)"
2016-019,(5) First Construction Document Issued,88 Arkansas,88,Arkansas,St,94107,88 ARKANSAS ST 94107,10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,01/17/2018,,,01/17/2018,03/17/2020,Patrick McNerney,,,"201511021443, 201606018846, 201606018851",2015-000453PRJ,http://propertymap.sfplanning.org/?search=2015-000453PRJ,"2014-003150PPA,2015-000453CND,2015-000453ENV,2015-000453ENX,2015-000453SHD",03/03/2016,On-site BMR Project,2016-K227924,04/08/2016,127,25,102,20,0,5,10,8,2,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,37.765350917,-122.399133961999,"(37.765350917, -122.399133961999)"
2016-023,(5) First Construction Document Issued,1699 Market ,1699,Market,St,94103,"1699 MARKET ST, SAN FRANCISCO, CA",6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,10/11/2017,,,10/11/2017,12/10/2019,,,,"201406108024, 201605278573, 201605278578",2014.0484,http://propertymap.sfplanning.org/?search=2014.0484,"2014-002961CUA,2014.0484CND,2014.0484E,2014.0484PPA,2014.0484U",03/24/2016,On-site BMR Project,,,160,19,141,12,0,2,9,8,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772235894,-122.421878544999,"(37.772235894, -122.421878544999)"
2016-024,(5) First Construction Document Issued,22 Franklin,22,Franklin,St,94102,"22 FRANKLIN ST, SAN FRANCISCO, CA 94117",5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Rental,12/19/2016,,,12/19/2016,02/17/2019,"SST Investments, LLC; SB Global, LLC, Yosef Tahbazof",,,"201504093239, 201504093240",2013.1005,http://propertymap.sfplanning.org/?search=2013.1005,"2013.1005CND,2013.1005E,2013.1005U,2013.1005VAR,2013.1005X",03/31/2016,On-site BMR Project,2016-K239905,05/03/2016,35,4,31,11,0,1,1,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.774767691,-122.420590201999,"(37.774767691, -122.420590201999)"
2016-029,(5) First Construction Document Issued,1301 16th,1301,16th,St,94103,"130 WISCONSIN ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Mission Bay,MOHCD,Inclusionary,0,New Construction,Rental,12/18/2017,,,12/18/2017,02/16/2020,"Sixteenth Street Center, LLC",,,,2013.0698,http://propertymap.sfplanning.org/?search=2013.0698,"2013.0698E,2013.0698U,2013.0698X",04/28/2016,On-site BMR Project,2016-K290720,07/19/2016,172,28,144,16,0,7,9,10,2,0,0,0,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,37.765845145,-122.400239354999,"(37.765845145, -122.400239354999)"
2016-048,(4) Site Work Permit Issued,Oceanwide Center,40,1st,St,94105,78 01ST ST 94105,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/04/2021,07/04/2020,,,,"201510301302, 201510301303, 201510301311, 201603172322, 201603172325, 201603172326, 201603172327, 201604215368, 201604215374, 201604215375, 201609097343 ",2006.1523,http://propertymap.sfplanning.org/?search=2006.1523,"2006.1523B,2006.1523CUA,2006.1523DNX,2006.1523E,2006.1523E_3,2006.1523E_5,2006.1523GPR,2006.1523MCM,2006.1523OFA-02,2006.1523PCA,2006.1523SHD,2006.1523VAR",05/05/2016,Fee Payment,,,265,0,265,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.789893463,-122.398415842999,"(37.789893463, -122.398415842999)"
2016-051,(5) First Construction Document Issued,915 Minna,915,Minna,St,94103,915 MINNA ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,03/16/2018,,,03/16/2018,05/14/2020,"Alta Investors, LP",,,201602190104,2015-002600PRJ,http://propertymap.sfplanning.org/?search=2015-002600PRJ,"2015-002600ENV,2015-002600ENX,2015-002600PPA,2015-002600SHD",05/12/2016,On-site BMR Project,2016-K313220,08/24/2016,46,6,40,13,0,3,1,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37.774233388,-122.415805839999,"(37.774233388, -122.415805839999)"
2016-113,(5) First Construction Document Issued,345 6th,345,6th,St,94107,"345 06TH ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,12/07/2017,,,12/07/2017,02/05/2020,"SST Investments, LLC",,,201602179763,2013.1773,http://propertymap.sfplanning.org/?search=2013.1773,"2013.1773E,2013.1773K,2013.1773U,2013.1773X,2013.1773X_OLD",11/10/2016,On-site BMR Project,,,102,14,88,14,14,0,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,37.778164901,-122.404677383999,"(37.778164901, -122.404677383999)"
2017-012,(5) First Construction Document Issued,1500 Mission,1500,Mission,St,94103,1500 MISSION ST 94103,6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Rental,03/21/2018,,,03/21/2018,05/19/2020,Related California,,,,2014-000362PRJ,http://propertymap.sfplanning.org/?search=2014-000362PRJ,"2014-000362DNX,2014-000362ENV,2014-000362GPA,2014-000362MAP,2014-000362PCA,2014-000362SHD,2014-000362SUB,2014.1208PPA,2014.1208U",03/23/2017,On-site BMR Project,,,550,110,440,20,0,40,29,39,2,0,0,0,0,,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,37.774186409,-122.418126654999,"(37.774186409, -122.418126654999)"
2017-017,(5) First Construction Document Issued,719 Larkin,719,Larkin,St,94109,719 LARKIN ST 94109,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,03/05/2018,,,03/05/2018,05/03/2020,JS Sullivan Development,,,,2015-005329PRJ,http://propertymap.sfplanning.org/?search=2015-005329PRJ,"2015-005329CUA,2015-005329ENV,2015-005329PPA,2015-005329TDM,2015-005329VAR",05/18/2017,On-site BMR Project,,,42,6,36,14,0,0,6,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.784546464,-122.418072737999,"(37.784546464, -122.418072737999)"
2013-063,(5) First Construction Document Issued,1335 Folsom,1335,Folsom,St,94103,1335 -1339 FOLSOM ST,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,04/28/2017,,,04/28/2017,06/27/2019,Realtex Condominiums LLC,,,,2013.1281,http://propertymap.sfplanning.org/?search=2013.1281,"2013.1281CND,2013.1281DRP,2013.1281DRP-02,2013.1281E,2013.1281PPA,2013.1281U,2013.1281V,2013.1281VAR-02,2015-013054PRV",07/14/2016,On-site BMR Project,,,53,7,46,13,7,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,37.773208604,-122.411885461999,"(37.773208604, -122.411885461999)"
2016-119,(5) First Construction Document Issued,2350 19th Ave,2350,19th,Ave,94107,2176 Market St,7,Parkside,West of Twin Peaks,MOHCD,Inclusionary,0,New Construction,Unknown,08/30/2017,,,08/30/2017,10/29/2019,2350 19th Avenue Assoc. LLC,,,,2007.0557,http://propertymap.sfplanning.org/?search=2007.0557,2007.0557S,07/08/2016,On-site BMR Project, ,,10,1,9,10,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.744038446,-122.475368144999,"(37.744038446, -122.475368144999)"
2015-060,(5) First Construction Document Issued,1532 Howard,1532,Howard,St,94103,2176 Market St,6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,06/24/2020,06/24/2022,Sia Consulting Corp,,,,2013.1305,http://propertymap.sfplanning.org/?search=2013.1305,"2013.1305E,2013.1305PPA,2013.1305U",06/26/2015,Fee Payment,,,15,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772817626,-122.416284261999,"(37.772817626, -122.416284261999)"
2011-020,(6) Complete,25-35 Dolores ,25-35,Dolores,St,94103,2177 Market St,8,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Ownership,12/27/2012,,,12/27/2012,06/19/2018,,,,,2006.0848,http://propertymap.sfplanning.org/?search=2006.0848,"2006.0848C,2006.0848E,2006.0848E_3,2006.0848V",04/07/2011,On-site BMR Project,2012-J557479,12/11/2012,37,4,33,11,0,0,1,3,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37.76856011,-122.426308195999,"(37.76856011, -122.426308195999)"
2006-005,(5) First Construction Document Issued,"Trinity Plaza Apartments, Phase IV",1167,Market,St,94103,"1167 MARKET ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,08/08/2018,,,08/08/2018,10/06/2020,Trinity Properties,,,"200704098308, 201012166843",2002.1179,http://propertymap.sfplanning.org/?search=2002.1179,"2002.1179C,2002.1179E,2002.1179K,2002.1179M,2002.1179Q,2002.1179T,2002.1179W,2002.1179X,2002.1179Z",08/03/2006,On-site BMR Project,,,493,74,419,15,0,0,0,0,0,0,0,0,0,,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,37.778456858,-122.413427037999,"(37.778456858, -122.413427037999)"
2008-004,(6) Complete,5050 Mission  ,5050,Mission,St,94112,"5050 MISSION ST, SAN FRANCISCO, CA 94112",11,Outer Mission,Outer Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,08/13/2013,09/24/2018,John Sanger,,,,2006.1213,http://propertymap.sfplanning.org/?search=2006.1213,"2006.1213C,2006.1213E,2006.1213E_3,2006.1213E_5,2006.1213K",08/14/2008,On-site BMR Project,2015-K132351,09/15/2015,61,9,52,15,0,0,4,4,1,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,37.717796591,-122.440666301999,"(37.717796591, -122.440666301999)"
2009-002,(4) Site Work Permit Issued,180 Jones  / 181 Turk ,180,Jones,St,94102,"199 TURK ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,03/04/2014,08/13/2020,Eddie Tsang,,,200608230323,2005.0267,http://propertymap.sfplanning.org/?search=2005.0267,"2005.0267C,2005.0267E,2005.0267K,2005.0267V",03/05/2009,On-site BMR Project,2009-I742257,04/01/2009,37,4,33,11,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,37.78282592,-122.412155091999,"(37.78282592, -122.412155091999)"
2016-078,(4) Site Work Permit Issued,2600 Harrison,2600,Harrison,St,94110,"2600 HARRISON ST, SAN FRANCISCO, CA 94110",9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,,,,08/10/2021,12/28/2020,Toby Morris ,,,201502037282,2014.0503,http://propertymap.sfplanning.org/?search=2014.0503,"2014.0503E,2014.0503ENX,2014.0503PPA,2014.0503U",08/11/2016,Fee Payment,,,19,0,19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.755378211,-122.412406392999,"(37.755378211, -122.412406392999)"
2013-016,(4) Site Work Permit Issued,2290 3rd ,2290,03rd,St,94107,"2290 03RD ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Ownership,,,,08/07/2018,07/29/2019,"2290 Dogpatch, LLC",,,,2005.0408,http://propertymap.sfplanning.org/?search=2005.0408,"2005.0408E,2005.0408E_3,2005.0408K,2005.0408X",08/08/2013,Fee Payment,2014-J962133,10/16/2014,71,0,71,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76079825,-122.388901957999,"(37.76079825, -122.388901957999)"
2014-020,(4) Site Work Permit Issued,325 Fremont,325,Fremont,St,94105,"325 FREMONT ST, SAN FRANCISCO, CA 94105",6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,,,,07/16/2019,03/20/2020,Fremont 325 Development LLC,,,201605046495,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025GPR,2012.1025LLA,2012.1025U,2012.1025V,2012.1025X",07/17/2014,Fee Payment,,,118,0,118,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.787838445,-122.393031007999,"(37.787838445, -122.393031007999)"
2015-019,(4) Site Work Permit Issued,1000 Mississippi ,1000,Mississippi,St,94107,"1004 MISSISSIPPI ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/12/2020,04/22/2019,"Heights Properties, LLP",,,"200705010141, 200806053784",2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",05/14/2015,On-site BMR Project,2015-K072964,06/09/2015,28,3,25,11,0,0,0,3,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.753531192,-122.394231279999,"(37.753531192, -122.394231279999)"
2015-035,(4) Site Work Permit Issued,75 Howard ,75,Howard,St,94105,"75 HOWARD ST, SAN FRANCISCO, CA 94105",6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,,,,09/01/2020,10/24/2020,RDF 75 Howard LP,,,"201406239136, 201604013681",2011.1122,http://propertymap.sfplanning.org/?search=2011.1122,"2011.1122CND,2011.1122CUA,2011.1122E,2011.1122E_3,2011.1122K,2011.1122PPA,2011.1122R,2011.1122U,2011.1122V,2011.1122X,2011.1122Z",09/03/2015,Fee Payment,,,133,0,133,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791071148,-122.391144416999,"(37.791071148, -122.391144416999)"
2016-010,(4) Site Work Permit Issued,2238-2254 Market,2238,Market,St,94114,2153 15TH ST 94114,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,02/09/2021,12/07/2020,Prado Group,,,,2014.1510,http://propertymap.sfplanning.org/?search=2014.1510,"2014.1510CND,2014.1510CUA,2014.1510ENV,2014.1510SHD,2014.1510SUB,2014.1510U",02/11/2016,On-site BMR Project,,,45,5,40,11,0,2,1,2,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,37.76546171,-122.432266983999,"(37.76546171, -122.432266983999)"
2016-021,(5) First Construction Document Issued,1066 Market ,1066,Market,St,94102,"1066 MARKET ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Unknown,04/24/2018,,,04/24/2018,06/22/2020,,,,,2013.1753,http://propertymap.sfplanning.org/?search=2013.1753,"2013.1753C,2013.1753E,2013.1753PCA,2013.1753U,2013.1753V,2013.1753X",06/16/2016,Land Dedication ,,,304,0,304,0,0,0,0,0,0,0,0,0,0,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.781799008,-122.411741590999,"(37.781799008, -122.411741590999)"
2016-027,(5) First Construction Document Issued,875 California,875,California,St,94108,"875 CALIFORNIA ST, SAN FRANCISCO, CA 94108",3,Chinatown,Nob Hill,MOHCD,Inclusionary,0,New Construction,Unknown,05/08/2018,,,05/08/2018,07/06/2020,,,,201603091627,2014-000609PRJ,http://propertymap.sfplanning.org/?search=2014-000609PRJ,"2014-000609CND,2014-000609CUA,2014-000609ENV,2014-000609SHD,2014-000609VAR",04/07/2016,Fee Payment,,,44,0,44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.791787646,-122.408790973999,"(37.791787646, -122.408790973999)"
2016-063,(5) First Construction Document Issued,540 De Haro,540,De Haro,St,94107,"540 DE HARO ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,05/31/2018,,,05/31/2018,07/29/2020,,,,"201502107867, 201512034120",2014.0599,http://propertymap.sfplanning.org/?search=2014.0599,"2014.0599E,2014.0599ENX,2014.0599U",06/02/2016,Fee Payment,,,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762907074,-122.401732115999,"(37.762907074, -122.401732115999)"
2016-114,(4) Site Work Permit Issued,950 Market,950,Market,St,94102,"950 MARKET ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Unknown,,,,11/16/2021,12/13/2020,,,,,2013.1049,http://propertymap.sfplanning.org/?search=2013.1049,"2013.1049C,2013.1049E,2013.1049K,2013.1049MCM,2013.1049PCA,2013.1049U,2013.1049V,2013.1049X",11/17/2016,Land Dedication ,,,242,0,242,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.783080835,-122.409968809999,"(37.783080835, -122.409968809999)"
2016-116,(5) First Construction Document Issued,333 12th,333,12th,St,94103,351 12TH ST 94103,6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,05/30/2018,,,05/30/2018,07/28/2020,Panoramic Interests,,,,2015-004109PRJ,http://propertymap.sfplanning.org/?search=2015-004109PRJ,"2015-004109CND,2015-004109CUA-02,2015-004109ENV,2015-004109ENX,2015-004109MCM,2015-004109PPA,2015-004109SUB",12/08/2016,On-site BMR Project,,,148,27,121,18,0,1,0,26,0,0,0,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.770783515,-122.413936606999,"(37.770783515, -122.413936606999)"
2015-064,(5) First Construction Document Issued,502 7th,502,7th,St,94103,2176 Market St,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,11/20/2017,,,11/20/2017,01/19/2020,"Reuben, Junius & Rose, LLP",,,,2014.1575,http://propertymap.sfplanning.org/?search=2014.1575,"2014.1575CND,2014.1575ENV,2014.1575PPA,2014.1575U,2015-004272GEN",10/25/2016,Fee Payment,,,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.773993892,-122.404788072999,"(37.773993892, -122.404788072999)"
2016-121,(5) First Construction Document Issued,3620 Cesar Chavez,3620,Cesar Chavez,St,94110,2176 Market St,8,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Unknown,05/21/2018,,,05/21/2018,07/19/2020,,,,,2015-009459PRJ,http://propertymap.sfplanning.org/?search=2015-009459PRJ,"2015-009459ENV,2015-009459ENX,2015-009459PPA",04/14/2016,Fee Payment,,,24,0,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.748322859,-122.421910784999,"(37.748322859, -122.421910784999)"
2015-062,(5) First Construction Document Issued,25 Grace,23-25,Grace,St ,94103,2176 Market St,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,10/12/2022,03/29/2021,D-Sheme Studio Architects,,,,2014-001736PRJ,http://propertymap.sfplanning.org/?search=2014-001736PRJ,"2014-001736ENV,2014-001736PPA",10/13/2017,Fee Payment,,,11,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.775175229,-122.414725952999,"(37.775175229, -122.414725952999)"
2015-063,(5) First Construction Document Issued,37 Grace,37,Grace,St ,94103,2176 Market St,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,10/12/2022,03/29/2021,D-Sheme Studio Architects,,,,2014-002016PRJ,http://propertymap.sfplanning.org/?search=2014-002016PRJ,"12059PRV,2014-002016ENV,2014-002016PPA,2014-002016VAR",10/13/2017,Fee Payment,,,11,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.775157176,-122.414565016999,"(37.775157176, -122.414565016999)"
